# -------------------------------------------------------
# ---- CSV created by:  mightymerge.io                   
# -------------------------------------------------------

,,ATP Prize Money Leaders (US$),,,
"Page 49 of 95 ",,Statistics/ Prize Money/ Current,,"Report as of ","Nov 27, 2022"

,,ATP Prize Money Leaders (US$),,,
,,"Rankings Date:Nov 28, 2022",,,
Money,,,,,
Rank,Player,"YTD ","Singles ",Doubles,Career
"2157 ","Alhogbani, Ammar","$878 ","$728 ",$150,"$1,942"
"2158 ","Loosen, Tim","$877 ","$271 ",$606,$931
"2159T ","Salvestre, Damien","$876 ","$876 ",$0,"$1,902"
"2159T ","Toman, Patrick Edward","$876 ","$0 ",$876,$972
"2161 ","Podorozhnyi, Artem","$874 ","$778 ",$96,"$1,564"
"2162T ","Jucha, William","$870 ","$780 ",$90,$870
"2162T ","Marinkov, Pavle","$870 ","$690 ",$180,$870
"2162T ","Rehman, Huzaifa Abdul","$870 ","$690 ",$180,$870
"2165 ","Davila, Esteban","$862 ","$700 ",$162,$862
"2166 ","Tosetto, Rafael","$858 ","$804 ",$54,"$1,014"
"2167T ","Estevez, Maximiliano","$854 ","$854 ",$0,"$133,514"
"2167T ","Richards, Alexander","$854 ","$260 ",$594,"$1,094"
"2169 ","Chin, Christian Didier","$852 ","$260 ",$592,"$3,465"
"2170 ","Weir, Phoenix","$850 ","$690 ",$160,$850
"2171T ","Vasilenko, Alexander","$849 ","$753 ",$96,"$66,042"
"2171T ","Wang, Tak Khunn","$849 ","$753 ",$96,"$124,405"
"2173 ","Alves, Victor","$848 ","$518 ",$330,"$1,168"
"2174T ","Ferguson, Chase","$846 ","$414 ",$432,"$1,928"
"2174T ","Raquillet, Leo","$846 ","$846 ",$0,$846
"2174T ","Stenberg, Jonathan","$846 ","$846 ",$0,"$4,894"
"2177T ","Harper, Patrick","$842 ","$156 ",$686,"$1,712"
"2177T ","Virali-Murugesan, Ranjeet","$842 ","$698 ",$144,"$83,094"
"2179T ","Lin, Ping Chen","$834 ","$414 ",$420,$834
"2179T ","Milanovic, Dusan","$834 ","$672 ",$162,"$1,496"
"2181 ","Pourroy, Loris","$832 ","$688 ",$144,"$4,883"
"2182 ","Li, Christopher","$831 ","$312 ",$519,"$1,381"
"2183T ","Duncan, Dwaine","$830 ","$416 ",$414,"$1,034"
"2183T ","Morandais, Jean-Christian","$830 ","$830 ",$0,$830
"2185T ","Huang, Chih Chi","$828 ","$828 ",$0,"$2,728"
"2185T ","Rahman, Yannik","$828 ","$828 ",$0,$828
"2187 ","Kamyshev, Sean","$826 ","$416 ",$410,"$1,516"
"2188 ","Brosset, Samuel","$825 ","$735 ",$90,"$11,213"
"2189T ","Lee, Haesun","$822 ","$672 ",$150,$822
"2189T ","Southcombe, Josef","$822 ","$312 ",$510,"$1,596"
"2189T ","Teodorovic, Petar","$822 ","$726 ",$96,"$1,188"
"2192T ","Gadecki, Thomas Nicholas","$820 ","$676 ",$144,$820
"2192T ","Mouesca, Pierre","$820 ","$676 ",$144,$910
"2194 ","Valle, Federico","$818 ","$416 ",$402,$818
"2195 ","Agostinetto, Giovanni","$814 ","$260 ",$554,$958
"2196 ","Jurina, Patrik","$811 ","$811 ",$0,$811
"2197T ","Kikvidze, Lasha Giorgi","$806 ","$260 ",$546,"$1,004"
"2197T ","Romano, Gino","$806 ","$430 ",$376,$806
"2199 ","Munoz, Enmanuel","$800 ","$416 ",$384,$908
"2200T ","Maleno Rosario, Angel Josue","$794 ","$650 ",$144,"$1,058"
"Page 50 of 95 ",,Statistics/ Prize Money/ Current,,"Report as of ","Nov 27, 2022"

,,ATP Prize Money Leaders (US$),,,
,,"Rankings Date:Nov 28, 2022",,,
Money,,,,,
Rank,Player,"YTD ","Singles ",Doubles,Career
"2200T ","Ovchinnikov, Viacheslav","$794 ","$416 ",$378,"$1,046"
"2202 ","Grigoriu, Patrick","$792 ","$0 ",$792,"$35,691"
"2203T ","Crisostomo, Giacomo","$790 ","$520 ",$270,$790
"2203T ","Januashvili, Luka","$790 ","$520 ",$270,$844
"2203T ","Licitra, Andrea","$790 ","$520 ",$270,$790
"2203T ","Sood, Lakshit","$790 ","$414 ",$376,"$24,670"
"2203T ","Zavala, Avery","$790 ","$520 ",$270,"$1,126"
"2208T ","Augusto Dos Santos, Ryan","$780 ","$690 ",$90,$780
"2208T ","Marti, Yann","$780 ","$780 ",$0,"$169,592"
"2208T ","Simoes, Martim","$780 ","$260 ",$520,$924
"2208T ","Voronin, Semen","$780 ","$312 ",$468,$936
"2208T ","Wibowo, Tegar Abdi Satrio","$780 ","$690 ",$90,$780
"2213 ","Labuckas, Mateo","$777 ","$687 ",$90,"$1,089"
"2214 ","Khomich, Aleksei","$776 ","$572 ",$204,"$15,845"
"2215T ","Rodriguez, Lisandru","$772 ","$430 ",$342,"$7,410"
"2215T ","Rozenberg, Teun","$772 ","$520 ",$252,"$1,030"
"2217T ","Alonso, Julian","$770 ","$520 ",$250,"$853,661"
"2217T ","Alonso Jr, Julian","$770 ","$520 ",$250,$770
"2217T ","Borba, Juan","$770 ","$572 ",$198,"$1,472"
"2217T ","Camacho, Camden","$770 ","$520 ",$250,"$1,076"
"2217T ","Jang, Woo Hyeok","$770 ","$0 ",$770,"$2,244"
"2217T ","Weststrate, Lodewijk","$770 ","$674 ",$96,"$2,470"
"2223 ","Timangkul, Anapat","$769 ","$427 ",$342,$769
"2224 ","Williams, Aaron James","$768 ","$156 ",$612,$768
"2225T ","Almasi, Alfred","$766 ","$586 ",$180,$766
"2225T ","Estevez, Juan","$766 ","$676 ",$90,$766
"2225T ","Sorensen, Luke","$766 ","$676 ",$90,$766
"2228T ","Alami, Mohamed","$764 ","$416 ",$348,$764
"2228T ","Cabrera, Miguel Angel","$764 ","$674 ",$90,$764
"2228T ","Dorofeev, Artiom","$764 ","$260 ",$504,$764
"2231T ","Bergdahl, Axel","$762 ","$260 ",$502,"$1,072"
"2231T ","Bondarenko, Yevhenii","$762 ","$607 ",$155,$762
"2231T ","Hermassi, Rayen","$762 ","$312 ",$450,$762
"2231T ","Lootsma, Niels","$762 ","$260 ",$502,"$77,441"
"2231T ","Mischker, Felix","$762 ","$260 ",$502,$762
"2236 ","Tosetto, Victor","$758 ","$416 ",$342,"$1,574"
"2237T ","Sood, Chandril","$754 ","$156 ",$598,"$32,542"
"2237T ","Tagashira, Kent","$754 ","$520 ",$234,"$10,537"
"2239T ","Bancalari, Alejandro","$752 ","$572 ",$180,"$1,062"
"2239T ","Davis, James","$752 ","$518 ",$234,$896
"2239T ","Ilnytskyy, Svyatoslav","$752 ","$416 ",$336,"$1,752"
"2242T ","Domenech Castillo, Jordi","$750 ","$312 ",$438,$750
"2242T ","Lagaev, Nick","$750 ","$430 ",$320,"$1,692"
"2244 ","Visker, Niels","$746 ","$586 ",$160,"$7,661"
"Page 51 of 95 ",,Statistics/ Prize Money/ Current,,"Report as of ","Nov 27, 2022"

,,ATP Prize Money Leaders (US$),,,
,,"Rankings Date:Nov 28, 2022",,,
Money,,,,,
Rank,Player,"YTD ","Singles ",Doubles,Career
"2245 ","Chessari, Riccardo","$744 ","$690 ",$54,"$1,678"
"2246 ","Gomaa, Mohamad","$742 ","$742 ",$0,"$1,984"
"2247 ","Meagher, Winter","$740 ","$416 ",$324,"$2,782"
"2248T ","Cadenasso, Gianluca","$738 ","$642 ",$96,$738
"2248T ","Hsu, Jeffrey Chuan En","$738 ","$414 ",$324,"$2,026"
"2250 ","Simundza, Josip","$737 ","$647 ",$90,$737
"2251 ","Alkaya, Mert","$736 ","$468 ",$268,"$8,647"
"2252 ","Witten, Jesse","$735 ","$0 ",$735,"$403,773"
"2253T ","Kasemi, Kiyan Santino","$732 ","$570 ",$162,$732
"2253T ","Kyratzis, Sergis","$732 ","$312 ",$420,"$6,005"
"2253T ","Radjenovic, Vuk","$732 ","$572 ",$160,$732
"2256T ","Antinheimo, Oskar","$730 ","$312 ",$418,"$1,354"
"2256T ","Clezar, Guilherme","$730 ","$730 ",$0,"$625,196"
"2256T ","Kadiri Hassani, Youssef","$730 ","$586 ",$144,$730
"2256T ","Neyelov, Mark","$730 ","$586 ",$144,$730
"2256T ","Villar, Yeudy","$730 ","$676 ",$54,"$3,644"
"2261T ","Fletchall, Patrick","$728 ","$388 ",$340,$728
"2261T ","Iaquinto Diaz, Antonio Matteo","$728 ","$728 ",$0,$728
"2261T ","Lipp, Mika","$728 ","$728 ",$0,"$1,456"
"2264T ","Lestir, Loan","$726 ","$468 ",$258,$726
"2264T ","Mehra, Rohan","$726 ","$726 ",$0,$882
"2264T ","Ostajewski, Jakub","$726 ","$468 ",$258,$726
"2264T ","Pel, Stijn","$726 ","$414 ",$312,"$1,857"
"2268 ","Dous Karpenschif, Joshua","$723 ","$235 ",$488,"$2,093"
"2269T ","Grynkowski, Piotr","$720 ","$570 ",$150,"$14,150"
"2269T ","Nakanishi, Seiya","$720 ","$560 ",$160,$720
"2269T ","Orynbasar, Islam","$720 ","$560 ",$160,"$1,204"
"2269T ","Prachar, Jakub","$720 ","$416 ",$304,$934
"2269T ","Radulov, Iliyan","$720 ","$570 ",$150,$720
"2269T ","Tessa, Louis","$720 ","$414 ",$306,"$35,695"
"2275 ","Kovacic, Ziga","$718 ","$0 ",$718,$718
"2276T ","Bill, Alen","$716 ","$572 ",$144,$716
"2276T ","Raman, Rishabdev","$716 ","$572 ",$144,"$4,028"
"2276T ","Soyler, Baran","$716 ","$572 ",$144,$872
"2279 ","Alosha, Nikita","$714 ","$156 ",$558,"$1,596"
"2280 ","Lerby, Christian","$704 ","$518 ",$186,"$1,418"
"2281 ","Caula, Bruno","$702 ","$286 ",$416,"$1,428"
"2282T ","Endler, Mark Owen","$700 ","$0 ",$700,"$2,311"
"2282T ","Hernandez Ramirez, Sergio Luis","$700 ","$520 ",$180,"$10,258"
"2282T ","Parenti, Luca","$700 ","$520 ",$180,"$1,120"
"2285 ","Katz, Martin","$698 ","$698 ",$0,"$3,406"
"2286T ","Al Tori, Samer","$696 ","$156 ",$540,$852
"2286T ","Le, Quoc-Khanh","$696 ","$0 ",$696,"$8,364"
"2288 ","Lopez Linquet, Leonardo","$695 ","$695 ",$0,"$2,785"
"Page 52 of 95 ",,Statistics/ Prize Money/ Current,,"Report as of ","Nov 27, 2022"

,,ATP Prize Money Leaders (US$),,,
,,"Rankings Date:Nov 28, 2022",,,
Money,,,,,
Rank,Player,"YTD ","Singles ",Doubles,Career
"2289 ","Biro, Andre","$694 ","$438 ",$256,"$7,495"
"2290 ","Schlossmann, Frederic","$692 ","$416 ",$276,$692
"2291T ","Blaydes, Freddy","$690 ","$260 ",$430,$690
"2291T ","Grinderslev, Anders","$690 ","$258 ",$432,"$1,210"
"2291T ","Ponce De Leon Gomila, Matias","$690 ","$312 ",$378,"$1,470"
"2291T ","Tatlot, Johan","$690 ","$690 ",$0,"$136,808"
"2291T ","Valent, Daniel","$690 ","$690 ",$0,"$1,706"
"2296T ","Sornlaksup, Pawit","$688 ","$688 ",$0,$688
"2296T ","Strom, Gustaf","$688 ","$688 ",$0,"$2,926"
"2296T ","Teszari, Christian","$688 ","$312 ",$376,$688
"2299 ","Fernandez, Bruno","$687 ","$687 ",$0,"$1,103"
"2300T ","Krattiger, Jamie","$686 ","$416 ",$270,$740
"2300T ","Rodriguez, Damian","$686 ","$416 ",$270,$686
"2300T ","Thour, Robin","$686 ","$416 ",$270,"$4,546"
"2300T ","Vukovic, Luka","$686 ","$416 ",$270,"$2,348"
"2304T ","Ingarao, Alessandro","$684 ","$468 ",$216,"$16,114"
"2304T ","Tedesco, Gustavo","$684 ","$416 ",$268,"$1,050"
"2306T ","Branger, Liam","$680 ","$520 ",$160,$770
"2306T ","Ehrat, Sandro","$680 ","$520 ",$160,"$147,448"
"2308T ","Acquaroli, Gianluca","$678 ","$516 ",$162,"$6,374"
"2308T ","Dadabaev, Aziz","$678 ","$570 ",$108,"$1,952"
"2308T ","Moroni, Filippo","$678 ","$516 ",$162,"$5,100"
"2311T ","Badon, Jean Baptiste","$676 ","$676 ",$0,$676
"2311T ","Bogdanov, Mark","$676 ","$676 ",$0,$676
"2311T ","Dong, Zhenxiong","$676 ","$676 ",$0,"$1,382"
"2311T ","Ramadan, Mert","$676 ","$676 ",$0,$832
"2315T ","Dalmasso, Guillaume","$674 ","$674 ",$0,$674
"2315T ","Hrazdil, Jan","$674 ","$674 ",$0,$674
"2315T ","Krstic, Veljko","$674 ","$416 ",$258,"$1,378"
"2315T ","Porras, Julio César","$674 ","$674 ",$0,$674
"2319T ","Fumagalli, Filiberto","$672 ","$426 ",$246,$962
"2319T ","Gomez, Lucas","$672 ","$438 ",$234,"$132,149"
"2319T ","Krasner, David","$672 ","$416 ",$256,$672
"2319T ","Loge, Jack","$672 ","$672 ",$0,$672
"2319T ","Milicevic, Stefan","$672 ","$414 ",$258,"$3,734"
"2319T ","Poulsen, Oskar Brostrom","$672 ","$414 ",$258,$768
"2319T ","Sanchez Martinez, Benito","$672 ","$672 ",$0,"$3,333"
"2326T ","Ledesma Mercedes, Eudy Francisco","$670 ","$260 ",$410,$766
"2326T ","Lis, Mikolaj","$670 ","$430 ",$240,$670
"2326T ","Mercer, JJ","$670 ","$286 ",$384,"$1,270"
"2326T ","Rodeia, Andre","$670 ","$258 ",$412,"$2,510"
"2330T ","Chahoud, Kevin","$666 ","$516 ",$150,"$2,042"
"2330T ","Konov, Samuil","$666 ","$414 ",$252,"$1,278"
"2330T ","Kovacic, Tino","$666 ","$416 ",$250,"$1,246"
"Page 53 of 95 ",,Statistics/ Prize Money/ Current,,"Report as of ","Nov 27, 2022"

,,ATP Prize Money Leaders (US$),,,
,,"Rankings Date:Nov 28, 2022",,,
Money,,,,,
Rank,Player,"YTD ","Singles ",Doubles,Career
"2330T ","Maric, Marko","$666 ","$156 ",$510,$666
"2330T ","Pogosian, Sergei","$666 ","$570 ",$96,"$5,506"
"2335 ","Sheldon, Max","$662 ","$518 ",$144,$818
"2336 ","Boscarino, Federico","$660 ","$468 ",$192,$660
"2337 ","Kumstat, Jan","$653 ","$557 ",$96,$653
"2338 ","Sim, Woohyuk","$652 ","$598 ",$54,$652
"2339 ","Monaco, Antoine","$651 ","$0 ",$651,"$2,727"
"2340T ","Bucan, Aleksa","$650 ","$416 ",$234,"$1,436"
"2340T ","Errey, Cooper","$650 ","$650 ",$0,$650
"2340T ","Hansch Mauritzson, Fabian","$650 ","$416 ",$234,$908
"2340T ","Kumthonkittikul, Worovin","$650 ","$416 ",$234,"$5,160"
"2340T ","Nakagawa, Shunsuke","$650 ","$560 ",$90,$812
"2340T ","Saar, Albert","$650 ","$416 ",$234,$650
"2346 ","Mugelli, Pietro","$648 ","$0 ",$648,"$2,704"
"2347 ","Zhou, Xian Yao","$646 ","$430 ",$216,"$1,258"
"2348T ","Amar, Ran","$644 ","$430 ",$214,"$5,140"
"2348T ","Sutekin, Emir","$644 ","$430 ",$214,"$1,053"
"2350 ","Ercolani, Riccardo","$643 ","$115 ",$528,$933
"2351 ","Czaczkowski, Piotr","$642 ","$156 ",$486,$642
"2352 ","Dzhenev, Adriano","$636 ","$312 ",$324,$636
"2353 ","Engel, Justin","$633 ","$579 ",$54,$633
"2354T ","Deviatiarov, Marat","$630 ","$414 ",$216,"$79,680"
"2354T ","Eriksson, Sebastian","$630 ","$416 ",$214,$720
"2354T ","Saeoui, Suphawat","$630 ","$156 ",$474,$630
"2354T ","Thieneman, Presley","$630 ","$416 ",$214,$630
"2358 ","Pinheiro, Nuno","$626 ","$260 ",$366,$626
"2359T ","Alshati, Ali","$624 ","$312 ",$312,"$1,518"
"2359T ","Bosmediano Pazmino, Juan Martin","$624 ","$624 ",$0,$624
"2359T ","Donmezer, Enes","$624 ","$260 ",$364,$624
"2359T ","Gregoriou, George","$624 ","$312 ",$312,$870
"2359T ","Jones, Lennon Roark","$624 ","$624 ",$0,$624
"2359T ","Kim, Min Seong","$624 ","$312 ",$312,$624
"2365T ","Aguilera, Emiliano","$620 ","$260 ",$360,$620
"2365T ","Chelidze, David","$620 ","$260 ",$360,"$1,136"
"2365T ","Goncalves, Manuel","$620 ","$260 ",$360,"$2,994"
"2365T ","Oster, Sam","$620 ","$260 ",$360,$620
"2369T ","Chepik, Alexander","$618 ","$414 ",$204,"$1,998"
"2369T ","Martikainen, Otso","$618 ","$326 ",$292,$618
"2369T ","Meale, Guilherme","$618 ","$312 ",$306,$672
"2369T ","Papounidis, Ioannis","$618 ","$414 ",$204,"$1,640"
"2373 ","Okonkwo, Oliver","$616 ","$286 ",$330,"$1,036"
"2374 ","Redondo Pereira, Sergio","$614 ","$518 ",$96,$912
"2375 ","Khan, Shahbaaz","$612 ","$156 ",$456,"$14,673"
"2376T ","Baron, Ori","$610 ","$520 ",$90,$610
"Page 54 of 95 ",,Statistics/ Prize Money/ Current,,"Report as of ","Nov 27, 2022"

,,ATP Prize Money Leaders (US$),,,
,,"Rankings Date:Nov 28, 2022",,,
Money,,,,,
Rank,Player,"YTD ","Singles ",Doubles,Career
"2376T ","Batyutenko, Max","$610 ","$286 ",$324,$766
"2376T ","Eisinga, Zachary","$610 ","$520 ",$90,"$8,005"
"2376T ","Krouzek, Jiri","$610 ","$520 ",$90,$870
"2376T ","Mas De Ugarte, Jordi","$610 ","$0 ",$610,"$3,466"
"2376T ","White, Joseph","$610 ","$520 ",$90,$610
"2382T ","Mirgone, Federico","$608 ","$416 ",$192,"$1,598"
"2382T ","Prat, Antonio","$608 ","$416 ",$192,"$1,680"
"2384 ","Berkieta, Tomasz","$607 ","$607 ",$0,$607
"2385 ","Faigenbaum, Francisco","$604 ","$156 ",$448,"$1,216"
"2386 ","Katic, Nikolaj","$602 ","$416 ",$186,$602
"2387 ","Fortin, Michel-Alexandre","$600 ","$260 ",$340,"$1,632"
"2388 ","Marfia, Matteo","$599 ","$344 ",$255,"$34,864"
"2389 ","Nicosia, Mario Giuseppe","$598 ","$364 ",$234,"$1,424"
"2390T ","Gao, Qun","$596 ","$260 ",$336,"$4,208"
"2390T ","Jeran, Aljaz","$596 ","$416 ",$180,$596
"2390T ","Zhang, Linghao","$596 ","$416 ",$180,"$1,010"
"2393T ","Bigun, Meecah","$594 ","$594 ",$0,$594
"2393T ","Malesevic, Nemanja","$594 ","$594 ",$0,"$4,719"
"2393T ","Sanghera, Tiran","$594 ","$594 ",$0,"$2,138"
"2393T ","Stepanian, Areg","$594 ","$0 ",$594,"$1,002"
"2397 ","Kedryuk, Alexey","$592 ","$156 ",$436,"$153,687"
"2398T ","Mitjana, Leny","$590 ","$430 ",$160,"$34,990"
"2398T ","Verdese, Filippo","$590 ","$590 ",$0,$644
"2398T ","Zimmermann, Daniel","$590 ","$500 ",$90,$590
"2401 ","Militi Ribaldi, Andrea","$587 ","$533 ",$54,$893
"2402 ","Yu, Bingyu","$586 ","$156 ",$430,"$5,630"
"2403 ","Duran, Birtan","$584 ","$260 ",$324,$584
"2404T ","Jones, Alex","$582 ","$312 ",$270,"$1,702"
"2404T ","Kolyachev, Nikola","$582 ","$312 ",$270,$582
"2406T ","Markovic, Sasa","$576 ","$416 ",$160,$576
"2406T ","Miceli, Roberto","$576 ","$468 ",$108,"$1,272"
"2406T ","Moceanu, Nikolas","$576 ","$468 ",$108,"$1,242"
"2406T ","Ricklis, Nitzan","$576 ","$414 ",$162,$576
"2406T ","Zemel, Yasha","$576 ","$414 ",$162,"$19,219"
"2406T ","Zribi, Rayen","$576 ","$468 ",$108,$732
"2412T ","Amoyal, Ofek","$574 ","$520 ",$54,"$2,126"
"2412T ","Battistone, Samuel","$574 ","$0 ",$574,$574
"2412T ","Biondolillo, Gregorio","$574 ","$520 ",$54,$574
"2412T ","Thurner, Noah","$574 ","$520 ",$54,"$1,792"
"2416T ","Carnevale Miino, Tommaso","$572 ","$0 ",$572,"$2,390"
"2416T ","Shah, Aryan","$572 ","$572 ",$0,$572
"2416T ","Solberg, Christoffer","$572 ","$572 ",$0,"$19,162"
"2419T ","Bhardwaj, Mohit","$570 ","$312 ",$258,$606
"2419T ","Frusina, Alexander","$570 ","$570 ",$0,$570
"Page 55 of 95 ",,Statistics/ Prize Money/ Current,,"Report as of ","Nov 27, 2022"

,,ATP Prize Money Leaders (US$),,,
,,"Rankings Date:Nov 28, 2022",,,
Money,,,,,
Rank,Player,"YTD ","Singles ",Doubles,Career
"2419T ","Hjorth, Philip","$570 ","$312 ",$258,"$1,916"
"2419T ","Khosla, Rushil","$570 ","$570 ",$0,$570
"2419T ","Miklavcic, Luka","$570 ","$570 ",$0,$624
"2419T ","Moncada Salazar, John","$570 ","$390 ",$180,$570
"2425 ","Stanke, Cedric","$566 ","$416 ",$150,$674
"2426T ","Ali Moussa, Aymen Abderrahmene","$564 ","$414 ",$150,$564
"2426T ","Bullard, Jacob","$564 ","$468 ",$96,"$2,372"
"2426T ","Dong, Chen","$564 ","$414 ",$150,$744
"2426T ","Mora Clement, Rodrigo","$564 ","$414 ",$150,$564
"2426T ","Van Schalkwyk, Connor Henry","$564 ","$468 ",$96,$824
"2426T ","Zekic, Nikola","$564 ","$468 ",$96,$564
"2432T ","Berti, Marco","$560 ","$416 ",$144,$560
"2432T ","De Giorgio, Pasquale","$560 ","$416 ",$144,"$5,328"
"2432T ","Toffanin, Nicolo","$560 ","$416 ",$144,$560
"2435 ","Noikor, Noppadol","$555 ","$260 ",$295,"$1,513"
"2436 ","Pristauz, Emil","$552 ","$0 ",$552,$714
"2437T ","Ann, Suk","$546 ","$546 ",$0,$546
"2437T ","Bondar, Myroslav","$546 ","$312 ",$234,$756
"2437T ","Cortimiglia, Davide","$546 ","$0 ",$546,$690
"2437T ","Lee, Jiho","$546 ","$546 ",$0,$546
"2437T ","Thayne, Wally","$546 ","$0 ",$546,"$1,872"
"2442 ","Vilaro, Alejo","$542 ","$260 ",$282,"$21,128"
"2443T ","Aguilar Cardozo, Joaquin","$540 ","$130 ",$410,$540
"2443T ","Alternate,","$540 ","$0 ",$540,"$7,619"
"2443T ","Alternate, A.","$540 ","$0 ",$540,"$5,988"
"2443T ","Reyna, Ricardo","$540 ","$0 ",$540,$906
"2443T ","Reyna, Rodrigo","$540 ","$0 ",$540,$540
"2448 ","Campese, Cristian","$539 ","$353 ",$186,$803
"2449 ","Eli, Nicolas","$535 ","$305 ",$230,$535
"2450T ","Castelletti, Luigi","$534 ","$156 ",$378,"$1,722"
"2450T ","Saye, David","$534 ","$438 ",$96,$534
"2452 ","Greif, Jonas","$533 ","$373 ",$160,$847
"2453 ","Hadzimehmedovic, Romeo","$532 ","$156 ",$376,$532
"2454T ","Avcibasi, Toprak","$530 ","$260 ",$270,$530
"2454T ","Carpico, Brandon","$530 ","$260 ",$270,$530
"2454T ","Cazaban, Hugo","$530 ","$260 ",$270,"$2,074"
"2454T ","De Cuyper, Julien","$530 ","$260 ",$270,"$4,600"
"2454T ","Padro Parra, Alex","$530 ","$260 ",$270,$530
"2454T ","Zmak, Deni","$530 ","$260 ",$270,"$8,519"
"2460T ","Eerola, Oskari","$522 ","$468 ",$54,$522
"2460T ","Elicha Navas, Gabriel","$522 ","$414 ",$108,$782
"2460T ","Esqueci, XXXXXXX","$522 ","$414 ",$108,"$1,042"
"2460T ","Sher, Ajer","$522 ","$468 ",$54,$522
"2460T ","Sinha, Adit","$522 ","$414 ",$108,"$1,200"
"Page 56 of 95 ",,Statistics/ Prize Money/ Current,,"Report as of ","Nov 27, 2022"

,,ATP Prize Money Leaders (US$),,,
,,"Rankings Date:Nov 28, 2022",,,
Money,,,,,
Rank,Player,"YTD ","Singles ",Doubles,Career
"2465T ","Balderas, Diego","$520 ","$520 ",$0,$574
"2465T ","Cao, Ngoc Lam","$520 ","$520 ",$0,$520
"2465T ","Dattatray Kurale, Sandesh","$520 ","$430 ",$90,$520
"2465T ","Del Castillo, Pol","$520 ","$430 ",$90,$520
"2465T ","Dessi, Marco","$520 ","$520 ",$0,$520
"2465T ","Fearnley, Jacob","$520 ","$520 ",$0,"$3,233"
"2465T ","Kask, Matthias Uwe","$520 ","$520 ",$0,$520
"2465T ","Leote Prata, Vasco","$520 ","$430 ",$90,$862
"2465T ","Marques, Diogo","$520 ","$430 ",$90,"$1,950"
"2465T ","Mesarovic, Marko","$520 ","$520 ",$0,$520
"2465T ","Montsi, Siphosothando","$520 ","$520 ",$0,"$5,998"
"2465T ","Pham, Hien","$520 ","$520 ",$0,"$1,084"
"2465T ","Sousa Severin, Guilherme","$520 ","$520 ",$0,$676
"2465T ","Valderas, Diego","$520 ","$520 ",$0,$520
"2465T ","Verboven, Maxim","$520 ","$520 ",$0,"$1,096"
"2480T ","Kikuchi, Gengo","$519 ","$0 ",$519,"$36,396"
"2480T ","Urbanija, Mike","$519 ","$0 ",$519,"$42,932"
"2482T ","Damian, Mihaita Daniel","$518 ","$0 ",$518,"$2,676"
"2482T ","Faivre, Pierre","$518 ","$260 ",$258,"$23,074"
"2482T ","Ivanov, Saveliy","$518 ","$518 ",$0,$518
"2482T ","Lucini, Federico","$518 ","$518 ",$0,$932
"2486T ","Allen, Louis","$516 ","$312 ",$204,"$2,178"
"2486T ","Crowther, Corban","$516 ","$312 ",$204,$726
"2486T ","Vladicic, Aleksa","$516 ","$156 ",$360,$516
"2489T ","Babelis, Tadas","$512 ","$260 ",$252,"$10,660"
"2489T ","Munteanu, Dan Radu","$512 ","$416 ",$96,$512
"2491T ","Buslje, Martin","$510 ","$260 ",$250,$510
"2491T ","Choo, Suk Hyun","$510 ","$414 ",$96,$666
"2491T ","Cizek, Jiri","$510 ","$260 ",$250,$510
"2491T ","Czaplinski, Tommy","$510 ","$414 ",$96,$510
"2491T ","El Amine, Hamza","$510 ","$414 ",$96,$600
"2491T ","Lopez Hernaez, Mikel","$510 ","$260 ",$250,"$2,186"
"2491T ","Maguire, Cian","$510 ","$0 ",$510,$510
"2491T ","Maksymchuk, Illya","$510 ","$260 ",$250,$774
"2491T ","Patton, Thomas","$510 ","$260 ",$250,$510
"2491T ","Popeanga, Dragos Petre","$510 ","$258 ",$252,$860
"2501T ","Anh, Pham La Hoang","$506 ","$416 ",$90,$506
"2501T ","Ben Abdennibi, Sami","$506 ","$416 ",$90,$866
"2501T ","Berne, Mateo","$506 ","$416 ",$90,"$1,412"
"2501T ","Edengren, Kevin","$506 ","$416 ",$90,$506
"2501T ","Maruf, Achad Imam","$506 ","$416 ",$90,$506
"2501T ","Pero, Anthony","$506 ","$416 ",$90,$716
"2501T ","Rabinad Vila, Kenneth","$506 ","$416 ",$90,$596
"2501T ","Simkiss, Luke","$506 ","$416 ",$90,"$1,266"
"Page 57 of 95 ",,Statistics/ Prize Money/ Current,,"Report as of ","Nov 27, 2022"

,,ATP Prize Money Leaders (US$),,,
,,"Rankings Date:Nov 28, 2022",,,
Money,,,,,
Rank,Player,"YTD ","Singles ",Doubles,Career
"2501T ","Teboul, Luca","$506 ","$416 ",$90,"$1,034"
"2510T ","Hoole, Casey","$504 ","$258 ",$246,$684
"2510T ","Lescure, Mick","$504 ","$156 ",$348,"$77,092"
"2510T ","Malik, Ajay","$504 ","$414 ",$90,$954
"2510T ","Mikkelsen, Felipe","$504 ","$156 ",$348,$924
"2510T ","Tan, Jin Peng","$504 ","$156 ",$348,$686
"2515T ","Backman, Jonathan","$502 ","$0 ",$502,"$1,208"
"2515T ","Hornung, Marcel","$502 ","$0 ",$502,"$1,226"
"2517T ","Adnaoui, Mohamed","$500 ","$260 ",$240,"$7,794"
"2517T ","Pjevcevic, Petar","$500 ","$260 ",$240,"$3,142"
"2517T ","Van Assendelft, Jip","$500 ","$260 ",$240,"$1,394"
"2520 ","Breut, Lilian","$499 ","$403 ",$96,"$3,605"
"2521T ","Beltre Rosario, Jasel Alfredo","$498 ","$390 ",$108,$918
